,label,message
519,ham,"That way transport is less problematic than on sat night. By the way, if u want to ask  n  to join my bday, feel free. But need to know definite nos as booking on fri. "
313,ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
1534,ham,Horrible bf... I now v hungry...
408,ham,Hello! Good week? Fancy a drink or something later?
2104,ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
4654,ham,Lol yes. But it will add some spice to your day.
5018,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
213,ham,K:)k:)good:)study well.
3818,ham,This is my number by vivek..
5017,ham,Hey gals...U all wanna meet 4 dinner at nìte? 
2383,ham,I will reach before ten morning
669,ham,Have a good evening! Ttyl
2763,ham,ARR birthday today:) i wish him to get more oscar.
717,spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
2573,ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
1460,spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
2667,ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember."
5129,ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
2866,ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
2463,ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
4407,spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
4342,ham,Ü all write or wat..
2311,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ 
4236,spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
4079,ham,Gam gone after outstanding innings.
4764,ham,Prepare to be pleasured :)
1816,ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?
3395,ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.
1399,ham,No did you check? I got his detailed message now
4362,ham,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"
2826,spam,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
4963,ham,Yup ok...
1686,ham,Cramps stopped. Going back to sleep
419,ham,"Alright, I'll head out in a few minutes, text me where to meet you"
2087,ham,Dude how do you like the buff wind.
2170,spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
2935,ham,Yup n her fren lor. I'm meeting my fren at 730.
2572,ham,… and don‘t worry we‘ll have finished by march … ish!
5004,spam,CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
2659,ham,Not yet chikku..wat abt u?
3335,ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
1888,spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
434,ham,Booked ticket for pongal?
1783,ham,My uncles in Atlanta. Wish you guys a great semester.
3695,ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
4886,ham,Poor girl can't go one day lmao
1793,spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
2482,ham,K.:)do it at evening da:)urgent:)
1202,ham,I know she called me
895,ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
4161,ham,i felt so...not any conveying reason.. Ese he... What about me?
3857,ham,I'm ok. Will do my part tomorrow
2443,ham,I donno if they are scorable
2816,ham,Some are lasting as much as 2 hours. You might get lucky.
1795,ham,How much i gave to you. Morning.
2064,spam,"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
2479,ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
2954,spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
2410,ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :)
4330,ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
4419,ham,"When you get free, call me"
1279,ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
3941,ham,Does daddy have a bb now.
1973,ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!
1496,ham,Hey gals.. Anyone of u going down to e driving centre tmr?
3852,ham,We have all rounder:)so not required:)
3411,ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
2360,spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
497,ham,Nope... Think i will go for it on monday... Sorry i replied so late
3623,ham,Goin to workout lor... Muz lose e fats... 
4274,ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
181,ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
3425,spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
2350,ham,Yar else i'll thk of all sorts of funny things.
1364,ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
1600,ham,"Yeah probably, I still gotta check out with leo"
117,spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
2985,ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! "
3514,ham,Staff of placement training in Amrita college.
5209,ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop"
3259,ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
4253,ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
605,ham,Meet after lunch la...
2881,spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
3714,ham,If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.
2797,ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
1393,ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
5321,ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...
4495,ham,Man this bus is so so so slow. I think you're gonna get there before me
2194,ham,I called but no one pick up e phone. I ask both of them already they said ok.
2654,ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
2682,ham,I'm on da bus going home...
447,ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
136,ham,I only haf msn. It's yijue@hotmail.com
4545,ham,when you and derek done with class?
5154,ham,"Like  &lt;#&gt; , same question"
2188,ham,Oh god. I'm gonna Google nearby cliffs now.
3285,ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
214,ham,Yup... How ü noe leh...
3970,ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.
1663,spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
1457,ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
1876,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
5389,ham,Ok.ok ok..then..whats ur todays plan
4905,ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
2324,ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.
36,ham,"Oops, I'll let you know when my roommate's done"
3433,spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
4675,ham,I'm leaving my house now.
3912,ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
1334,ham,"Oh... Icic... K lor, den meet other day..."
2487,ham,I dont thnk its a wrong calling between us
2748,ham,Ya had just now.onion roast.
201,ham,I sent you  &lt;#&gt;  bucks
5525,ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
2652,ham,"Text me when you get off, don't call, my phones having problems"
1683,ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
1217,spam,You have 1 new voicemail. Please call 08719181513.
1773,ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!"
1615,ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
1441,ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
1924,ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
251,ham,Ranjith cal drpd Deeraj and deepak 5min hold
991,ham,26th OF JULY
3214,ham,What's ur pin?
63,ham,"Sorry my roommates took forever, it ok if I come by now?"
1799,ham,That one week leave i put know that time. Why.
2992,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
5415,ham,You should get more chicken broth if you want ramen unless there's some I don't know about
2132,ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
3525,ham,Yeah that'd pretty much be the best case scenario
4941,ham,Ü go home liao? Ask dad to pick me up at 6...
3441,ham,What time you thinkin of goin?
5222,ham,5 nights...We nt staying at port step liao...Too ex
3938,ham,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
5355,ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
5399,ham,And he's apparently bffs with carly quick now
5346,ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
1195,ham,Ok... C ya...
5363,ham,"I think your mentor is , but not 100 percent sure."
831,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
4358,ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
4084,ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
2509,ham,Ok...
2250,spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154"
2873,ham,See you there! 
5185,ham,I just cooked a rather nice salmon a la you
5294,spam,XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription 
4848,ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
5082,ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
3929,ham,Babe ? I lost you ... Will you try rebooting ?
1974,ham,I had askd u a question some hours before. Its answer
483,ham,Watching tv lor...
932,ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
3930,ham,Yes. Nigh you cant aha.
3152,ham,Yeah but which is worse for i
1622,ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-"
2118,ham,Wish u many many returns of the day.. Happy birthday vikky..
2874,ham,I dont understand your message.
3275,ham,Thanx a lot...
1111,ham,Ok ill tell the company
1138,ham,LOL ... No just was busy
3337,ham,Then u go back urself lor...
2354,spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.
3220,ham,Me too baby! I promise to treat you well! I bet you will take good care of me...
650,spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
5138,ham,Yup... I havent been there before... You want to go for the yoga? I can call up to book 
3838,ham,Early bird! Any purchases yet?
4311,spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
3482,ham,Wherre's my boytoy ? :-(
339,ham,"Sorry, I'll call later"
1470,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
2426,ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
3166,ham,Cheers for the card ... Is it that time of year already?
203,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
5094,ham,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
2876,ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
2045,ham,I can send you a pic if you like :)
2784,ham,"Just arrived, see you in a couple days &lt;3"
4507,ham,When are you guys leaving?
2424,ham,Lmao but its so fun...
4405,ham,"Sorry, I'll call later  &lt;#&gt; mins"
2238,ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
4677,ham,Ü ready then call me...
705,ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
1988,ham,No calls..messages..missed calls
3305,ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
1280,ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
1634,ham,Yesterday its with me only . Now am going home.
73,ham,K..k:)where are you?how did you performed?
858,ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
5382,ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
261,ham,Yup
5488,ham,K. I will sent it again
171,ham,"Sir, I need AXIS BANK account no and bank address."
1601,ham,K.then any other special?
1964,ham,Yes :)it completely in out of form:)clark also utter waste.
3338,ham,I AM AT THE GAS STATION. GO THERE.
3556,spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
1748,ham,I think u have the wrong number.
2335,ham,Do you like Italian food?
832,ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx
2048,ham,No de. But call me after some time. Ill tell you k
3871,ham,Oh ok wait 4 me there... My lect havent finish
3546,ham,Thank You meet you monday
1510,ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
3261,ham,I'm always looking for an excuse to be in the city.
570,ham,WOT U WANNA DO THEN MISSY?
1266,ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
1386,ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
5392,ham,Ooooooh I forgot to tell u I can get on yoville on my phone
2906,ham,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
3180,ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
4324,ham,Aight well keep me informed
5558,ham,"Sorry, I'll call later"
1175,ham,Yay! You better not have told that to 5 other girls either.
5232,spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
3849,ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
4818,ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.
335,spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
1173,ham,Happy new years melody!
4476,ham,We will meet soon princess! Ttyl!
2223,ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
1619,ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
1647,ham,Thts wat Wright Brother did to fly..
3098,ham,"Yo, you at jp and hungry like a mofo?"
2014,spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
3920,ham,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
2662,ham,Do you know when dad will be back?
3705,ham,Kent vale lor... Ü wait 4 me there ar?
3898,ham,No. Thank you. You've been wonderful
2803,ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
2381,ham,"If i let you do this, i want you in the house by 8am."
837,spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
552,ham,"Hurry up, I've been weed-deficient for like three days"
2982,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
1680,ham,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."
4280,spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
4208,ham,"Lets use it next week, princess :)"
4162,spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
1626,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
5466,spam,http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡
1258,ham,Am also doing in cbe only. But have to pay.
1046,ham,"Come round, it's . "
3072,ham,Apart from the one i told you about yesterday?
3503,ham,I will come to ur home now
982,ham,Reckon need to be in town by eightish to walk from * carpark.
154,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
887,ham,I like to talk pa but am not able to. I dont know y.
1419,ham,Lmao. Take a pic and send it to me.
401,spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop"
3047,ham,So how's the weather over there?
2235,ham,What's your room number again? Wanna make sure I'm knocking on the right door
2648,ham,"It,,s a taxt massage....tie-pos argh ok! Lool!"
4840,ham,That's one of the issues but california is okay. No snow so its manageable
1595,ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
977,ham,Ok i shall talk to him
4992,ham,"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx"
1724,ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James."
2000,ham,LMAO where's your fish memory when I need it?
538,ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
4401,ham,Juz go google n search 4 qet...
3529,spam,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
5009,ham,Go fool dont cheat others ok
4052,ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
4190,ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
5553,ham,Hahaha..use your brain dear
2809,ham,Yes princess! I want to catch you with my big strong hands...
4264,ham,"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... "
1937,ham,"My planning usually stops at ""find hella weed, smoke hella weed"""
2225,ham,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor..."
4811,ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday"
4308,ham,I guess it is useless calling u 4 something important.
1791,ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
5221,ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
5049,ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
1954,ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
2656,ham,Great! I have to run now so ttyl!
276,ham,Thanx...
3284,ham,Hey tmr maybe can meet you at yck
2408,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
4346,ham,Enjoy urself tmr...
1165,ham,Well. Im computerless. Time to make some oreo truffles
4700,ham,Yes fine 
2257,ham,"Just checked out, heading out to drop off my stuff now"
3046,ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
3599,ham,"Aight, we'll head out in a few"
5186,ham,I uploaded mine to Facebook
2278,ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/
4990,ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
580,ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
3982,ham,Huh i cant thk of more oredi how many pages do we have?
4480,ham,Erutupalam thandiyachu
2182,ham,Ok.
2267,spam,<Forwarded from 88877>FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
386,ham,It took Mr owl 3 licks
2631,ham,No way I'm going back there!
2561,ham,Are you still getting the goods.
4915,ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
1414,spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
3358,ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
113,ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
2441,ham,"Great. I'm in church now, will holla when i get out"
3255,ham,I can make lasagna for you... vodka...
639,ham,"What will we do in the shower, baby?"
5524,spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
4498,ham,Ok
2931,ham,Wat's my dear doing? Sleeping ah?
3776,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
48,ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
2304,ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?
5273,ham,Its too late:)but its k.wish you the same.
1739,ham,K go and sleep well. Take rest:-).
627,ham,How many licks does it take to get to the center of a tootsie pop?
4360,ham,Ü only send me the contents page...
2376,ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
2655,ham,Its sarcasm.. .nt scarcasim
2133,spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
4534,spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
2027,ham,"Nah man, my car is meant to be crammed full of people"
1633,ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
4816,ham,Ü no home work to do meh... 
4294,ham,You best watch what you say cause I get drunk as a motherfucker
2438,spam,"For ur chance to win £250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
725,ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
3118,ham,Now am free call me pa.
1997,ham,Lol boo I was hoping for a laugh
2615,ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
933,ham,So do you have samus shoulders yet
1669,ham,"Yes..but they said its IT.,"
3361,ham,Please attend the phone:)
4581,ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
4475,spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
2696,ham,And whenever you and i see we can still hook up too.
1586,ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
3560,spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
4201,ham,I will come tomorrow di
2719,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
2592,ham,Still work going on:)it is very small house.
