,label,message
2304,ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?
559,ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?
282,ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve.."
2777,ham,Send me your id and password
2864,ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
3994,ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
2640,ham,Why she wants to talk to me
2307,ham,"Aight that'll work, thanks"
3171,ham,"Mah b, I'll pick it up tomorrow"
5433,ham,You're gonna have to be way more specific than that
1080,ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
4805,ham,"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off"
5033,ham,Ok i vl..do u know i got adsense approved..
1541,ham,K come to nordstrom when you're done
1339,ham,Aight sorry I take ten years to shower. What's the plan?
4815,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
1962,ham,LOL that would be awesome payback.
2581,spam,U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.
1897,ham,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
2477,ham,i dnt wnt to tlk wid u
1143,ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
1484,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
3905,spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
1393,ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
2514,spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
106,ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
3493,ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
4682,ham,Are you staying in town ?
1829,ham,May i call You later Pls
2167,ham,"Thank you. And by the way, I just lost."
2153,ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
5048,ham,Hmmm.still we dont have opener?
4610,ham,Y de asking like this.
189,ham,Have you got Xmas radio times. If not i will get it now
3273,ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
2747,ham,K da:)how many page you want?
322,ham,Hey... Why dont we just go watch x men and have lunch... Haha 
3838,ham,Early bird! Any purchases yet?
3565,ham,Do you always celebrate NY's with your family ?
2257,ham,"Just checked out, heading out to drop off my stuff now"
1818,ham,Well i will watch shrek in 3D!!B)
4004,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
2397,ham,Well you told others you'd marry them...
2658,ham,Dai  &lt;#&gt;  naal eruku.
3372,ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
97,ham,i see. When we finish we have loads of loans to pay
1155,ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
4420,ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
2891,ham,Shuhui has bought ron's present it's a swatch watch...
5090,ham,"St andre, virgil's cream"
468,ham,When are you going to ride your bike?
4305,ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
48,ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
4720,ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
2544,ham,Package all your programs well
743,ham,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
1727,ham,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.
2169,ham,Thx. All will be well in a few months
4288,ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)
4846,ham,Missing you too.pray inshah allah
3519,ham,Are you willing to go for apps class.
5501,spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04
1756,ham,Really good:)dhanush rocks once again:)
1714,spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
3983,ham,His frens go then he in lor. Not alone wif my mum n sis lor.
2595,ham,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
442,ham,You were supposed to wake ME up &gt;:(
1192,ham,Come to my home for one last time i wont do anything. Trust me.
1283,ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"
1980,ham,Shhhhh nobody is supposed to know!
794,ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
1658,ham,S:-)if we have one good partnership going we will take lead:)
3824,ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
4867,ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?"
4159,ham,It certainly puts things into perspective when something like this happens
240,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
2945,spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
5217,ham,Well thats nice. Too bad i cant eat it
3979,ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..
2459,ham,"Cool, I'll text you when I'm on the way"
2719,spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
2210,ham,"Hmm well, night night "
24,ham,Ffffffffff. Alright no way I can meet up with you sooner?
1288,ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?"
813,spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
2803,ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
1221,spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
4386,spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
732,ham,No he didn't. Spring is coming early yay!
897,ham,Hope you are having a good week. Just checking in
1441,ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
1926,ham,We don call like  &lt;#&gt;  times oh. No give us hypertension oh.
772,ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
3375,ham,Also andros ice etc etc
953,ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
3108,ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
1481,ham,Have you always been saying welp?
4110,ham,I want to lick your pussy now...
2702,ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
4010,ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
4254,ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
472,ham,"How long has it been since you screamed, princess?"
3534,ham,"Sorry, I'll call later"
2650,ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management"
1041,ham,Today am going to college so am not able to atten the class.
620,ham,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
1592,ham,That's my honeymoon outfit. :)
4742,ham,Many more happy returns of the day. I wish you happy birthday.
3561,ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
2383,ham,I will reach before ten morning
4949,spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
4327,ham,That seems unnecessarily hostile
3155,spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx
1635,spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p"
1660,ham,"Yeah, where's your class at?"
4583,ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
1620,ham,Friends that u can stay on fb chat with
4257,ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
377,ham,You could have seen me..i did't recognise you Face.:)
3716,ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
4569,ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
5014,ham,"Uncle G, just checking up on you. Do have a rewarding month"
1500,spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
4365,ham,So what about you. What do you remember
4286,ham,I pocked you up there before
2500,ham,Yup i've finished c ü there...
2425,ham,Oh k k:)but he is not a big hitter.anyway good
4046,ham,If You mean the website. Yes.
5306,ham,Ill be at yours in about 3 mins but look out for me
688,ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
4282,ham,"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
2343,spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D
4729,ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;
1290,ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
2893,ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
5005,ham,There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.
4711,ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
1000,ham,"Aight will do, thanks again for comin out"
3304,ham,"It'll be tough, but I'll do what I have to"
1109,ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
4066,ham,Dont kick coco when he's down
2795,ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
3359,ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
586,ham,Tell them u have a headache and just want to use 1 hour of sick time.
2637,ham,Thank god they are in bed!
155,ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
3052,ham,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"
4118,ham,"Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though"
64,ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
1695,ham,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? 
1270,ham,"Tee hee. Off to lecture, cheery bye bye."
2187,ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
3533,ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
440,ham,But i have to. I like to have love and arrange.
4427,ham,Was it something u ate?
4494,ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
5538,ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
3893,spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
3633,ham,Oooh I got plenty of those!
4823,spam,u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )
3405,ham,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
1237,ham,How much are we getting?
745,ham,Men like shorter ladies. Gaze up into his eyes.
4598,ham,Full heat pa:-) i have applyed oil pa.
1470,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
1505,ham,Oh my God. I'm almost home
2127,ham,You do got a shitload of diamonds though
4819,ham,How's ur paper?
991,ham,26th OF JULY
2065,ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
3056,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
4652,spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 
4081,ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola"
2903,ham,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it."
5274,ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
4359,spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
1408,ham,Then we gotta do it after that
5348,ham,Do I? I thought I put it back in the box
1372,ham,I though we shd go out n have some fun so bar in town or something – sound ok?
2026,ham,"Yes obviously, but you are the eggs-pert and the potato head… Speak soon! "
3368,ham,Hey what are you doing. Y no reply pa..
5510,ham,I went to project centre
2008,ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
2704,ham,Yup no more already... Thanx 4 printing n handing it up.
3498,ham,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served"
2480,spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
1880,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
2005,ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
4964,ham,I want to see your pretty pussy...
3286,ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
3935,ham,How come guoyang go n tell her? Then u told her?
3042,ham,Aight what time you want me to come up?
2086,ham,Moji i love you more than words. Have a rich day
4631,ham,Everybody had fun this evening. Miss you.
4546,ham,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
1177,ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
4828,ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
4521,ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
4160,ham,Now got tv 2 watch meh? U no work today?
3522,ham,Hey... are you going to quit soon? Xuhui and i working till end of the month 
1020,ham,Don know..wait i will check it.
3776,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
3873,ham,I am joining today formally.Pls keep praying.will talk later.
856,spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
107,ham,"Aight, I'll hit you up when I get some cash"
5373,ham,"K I'll head out in a few mins, see you there"
3484,ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
4283,ham,U can call now...
1114,ham,"No I'm good for the movie, is it ok if I leave in an hourish?"
5115,spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
4817,ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
5219,ham,Pls she needs to dat slowly or she will vomit more.
4221,ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
815,spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
4308,ham,I guess it is useless calling u 4 something important.
4803,ham,Reverse is cheating. That is not mathematics.
1965,ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
297,ham,Unless it's a situation where YOU GO GURL would be more appropriate
5457,ham,Arun can u transfr me d amt
920,ham,Dont talk to him ever ok its my word.
1083,ham,Send to someone else :-)
958,ham,Welp apparently he retired
447,ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. "
900,spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
5172,ham,"Aight, text me tonight and we'll see what's up"
3386,ham,Ok can...
1081,ham,You tell what happen dont behave like this to me. Ok no need to say
3232,ham,No plm i will come da. On the way.
4541,ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
3954,spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
5378,spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
3240,ham,Am okay. Will soon be over. All the best
3929,ham,Babe ? I lost you ... Will you try rebooting ?
5056,ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
2344,ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
2456,ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
3577,ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
3622,ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
2656,ham,Great! I have to run now so ttyl!
4536,ham,IM LATE TELLMISS IM ON MY WAY
2019,ham,Ya it came a while ago
2559,ham,"Some friends want me to drive em someplace, probably take a while"
2460,ham,Nope. Meanwhile she talk say make i greet you.
5337,ham,My birthday is on feb  &lt;#&gt;  da. .
253,ham,What you doing?how are you?
985,ham,Yo guess what I just dropped
2783,ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
1682,ham,Y lei?
4870,ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.
4642,ham,Havent.
1944,ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(
5313,ham,My sister going to earn more than me da.
4830,ham,"How long before you get reply, just defer admission til next semester"
156,ham,Aaooooright are you at work?
3307,ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
5192,ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
3527,ham,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X"
1300,ham,Great to hear you are settling well. So what's happenin wit ola?
217,ham,Tired. I haven't slept well the past few nights.
5211,ham,It is only yesterday true true.
4709,ham,"Did you say bold, then torch later. Or one torch and 2bold?"
2949,ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
2517,ham,Yes.i'm in office da:)
2134,ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
4528,ham,Understand. his loss is my gain :) so do you work? School?
793,ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!
5361,ham,Yep get with the program. You're slacking.
1692,ham,I don't know but I'm raping dudes at poker
2797,ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
1501,ham,Host-based IDPS for linux systems.
660,spam,88800 and 89034 are premium phone services call 08718711108
4779,ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
3971,ham,"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place "
5436,ham,Mode men or have you left.
4163,ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
194,ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
4382,ham,Mathews or tait or edwards or anderson
2863,spam,Adult 18 Content Your video will be with you shortly
4615,ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
1789,ham,Arun can u transfr me d amt
2030,ham,Thanx but my birthday is over already.
2309,spam,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow
2680,spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
1958,ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
4545,ham,when you and derek done with class?
3161,ham,How much did ur hdd casing cost.
967,ham,I am not sure about night menu. . . I know only about noon menu
5216,ham,I am late. I will be there at
1702,ham,Can come my room but cannot come my house cos my house still messy... Haha...
4245,ham,"Aight, I'm chillin in a friend's room so text me when you're on the way"
4734,ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
736,ham,Then why no one talking to me
4073,spam,Loans for any purpose even if you have Bad Credit! Tenants Welcome. Call NoWorriesLoans.com on 08717111821
1240,ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
1759,ham,Sorry i'm not free...
2043,ham,"Me not waking up until 4 in the afternoon, sup"
2815,ham,"Alright if you're sure, let me know when you're leaving"
1928,ham,Omg it could snow here tonite!
3123,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
4552,ham,Great. Have a safe trip. Dont panic surrender all.
5293,ham,I donno its in your genes or something
4672,ham,"Probably not, I'm almost out of gas and I get some cash tomorrow"
3205,ham,She's good. How are you. Where r u working now
1519,ham,Shall i ask one thing if you dont mistake me.
2381,ham,"If i let you do this, i want you in the house by 8am."
4511,ham,This weekend is fine (an excuse not to do too much decorating)
2757,ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
1410,ham,Where at were hungry too
5484,ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
1197,ham,What he said is not the matter. My mind saying some other matter is there.
2730,spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
4464,ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
608,ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
2268,ham,Finish liao... U?
3448,ham,Sitting ard nothing to do lor. U leh busy w work?
5127,ham,Cuz ibored. And don wanna study
3302,spam,RCT' THNQ Adrian for U text. Rgds Vatian
2713,ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
129,ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
4294,ham,You best watch what you say cause I get drunk as a motherfucker
275,ham,No objection. My bf not coming.
3440,ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah"
552,ham,"Hurry up, I've been weed-deficient for like three days"
4233,ham,I'm at home. Please call
4027,ham,Oh ok.. Wat's ur email?
3038,ham,Cos darren say ü considering mah so i ask ü...
104,ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
5195,ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
329,ham,"Cool, text me when you're parked"
3725,spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
2623,ham,Ok lor...
3870,ham,No let me do the math. Your not good at it.
921,ham,When u wana see it then
3373,ham,And now electricity just went out fml.
3945,ham,"Until 545 lor... Ya, can go 4 dinner together..."
324,ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
361,ham,Ha ha cool cool chikku chikku:-):-DB-)
1945,ham,"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
4530,ham,"Hiya, probably coming home * weekend after next"
3771,ham,Love it! The girls at the office may wonder why you are smiling but sore...
857,ham,Going to take your babe out ?
1532,ham,Oh dang! I didn't mean o send that to you! Lol!
780,ham,That means get the door
4369,ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
2829,ham,Wife.how she knew the time of murder exactly
5526,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
1132,ham,"Sorry, I'll call later"
3303,ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
1437,ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
497,ham,Nope... Think i will go for it on monday... Sorry i replied so late
942,ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
499,ham,"Kate jackson rec center before 7ish, right?"
5161,ham,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!
5006,ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
1537,ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
574,ham,Waiting for your call.
3166,ham,Cheers for the card ... Is it that time of year already?
